,tweet_id,tweet_text,choose_one_category,label_n
1750,'382834938858307584',RT @Rubiconski: As many as 98% of those killed by drone strikes are civilians. #Pakistan #Somalia   http://t.co/NuYg8lpQCL,injured_or_dead_people,0
1751,'382834940695425024',RT @UNOCHA: #Pakistan earthquake update: Humanitarian partners are supporting Government authorities to provide assistance http://t.co/bLAOâ€¦,donation_needs_or_offers_or_volunteering_services,2
1752,'382834948257742848',"ã€#USGS #alertã€‘ M 3.5, Island of Hawaii, Hawaii: September 26, 2013 18:36:02 GMT http://t.co/3ygC2uQMDC #earthquake #tsunami #prayfromjapan",other_useful_information,2
1753,'382834953987182593',RT @MeeranBaluch: #BalochistanEarthquake victim of mother nature.And #BalochGenocide by #pakistan &amp; the silent international community. httâ€¦,sympathy_and_emotional_support,3
1754,'382834954981224448',#PakVotes How Did the Pakistan Earthquake Create a Mud Island? - National Geographic: National Geogr... http://t.co/UgffasZKCW #Pakistan,other_useful_information,2
1755,'382834960173764608',"RT @MiddleEast_BRK: #Taliban #terrorists detonate bomb inside civil govt. employee / pure civilian bus in #Peshawar, #Pakistan. 17 killed, â€¦",not_related_or_irrelevant,3
1756,'382834973797253120',RT @JuD_Cyberteam: Join us for the Non Stop #Relief4Balochistan for our brothers in #Awaran. #Earthquake http://t.co/cUBByHNq1y,donation_needs_or_offers_or_volunteering_services,2
1757,'382834998643933184',"#Earthquake at 1km NE of Borazjan, Iran 4.7 M. Detph 10.0 Km. - 2013-10-01 01:44:40 UTC http://t.co/pcHv2ZBtd5",other_useful_information,2
1758,'382834998836879360',RT @chaudry_nouman1: A new island emerged after #earthquake #amazing :),other_useful_information,2
1759,'382835026809081857',"RT @Chawash_Baloch: 45,000 houses destroyed in Awaran and Kech #earthquake,more than 300 deadbodies recovered from rubles,victims need immeâ€¦",injured_or_dead_people,0
1760,'382835027433644032',RT @MQMTelevision: #TTP issued video of attack that killed Major Sanaullah and other Pak Army Officers #PeshawarBleeds #Pakistan http://t.câ€¦,not_related_or_irrelevant,3
1761,'382835038502387712',"RT @noisavioursday: The #AIDS pandemic was killing 5,000 Zimbabweans a week: http://t.co/bOl1wDsujU #Zimbabwe #Indonesia #Pakistan #Lahore â€¦",injured_or_dead_people,0
1762,'382835045956059136',"#earthquake M 2.8, Central Alaska: September 28, 2013 22:26:21 GMT http://t.co/UM2nKJs2B4",other_useful_information,2
1763,'382835050464567296',RT @Baahirezaman: 12 confirmed dead many injured because of today's #earthquake in #Mashkay - Govt. Of #Balochistan,injured_or_dead_people,0
1764,'382835051597029376',"Deputy Speaker Balochistan Assembly Abdul Qudoos Bizenjo says 1000 died in #earthquake, 40K houses damaged, 300k people affected",injured_or_dead_people,0
1765,'382835061324021760',@FarrukhKPitafi  #PAKISTAN: #Nawaz Blundered By Going Against #Kayani's Warning Not To Adopt A Surrender Strategy http://t.co/CNlPJ4OSXa,not_related_or_irrelevant,3
1766,'382835061478789121',#earthquake: M 4.4 - North-America United States [Alaska] Port Alexander: Preliminary Earthquake Report:  Da... http://t.co/6M9KwQdo3i,other_useful_information,2
1767,'382835089136439296',"RT @EarthquakeAu: New #Earthquake #Pastday M 3.1, Virgin Islands region http://t.co/k0jArdGort",other_useful_information,2
1768,'382835090478202880',"#earthquake M 2.8, Alaska Peninsula: September 27, 2013 01:12:31 GMT http://t.co/spi4poo7vk",other_useful_information,2
1769,'382835096140906496',RT @RT_com: UPDATE: Devastating #Pakistan quake kills 370 http://t.co/fmytyHEJf4,injured_or_dead_people,0
1770,'382835130899103744',"RT @ajmaljami: --&gt; RT @dunyanetwork: CM #Punjab, Punjab Govt donate Rs 100m to Prime Minister's #Balochistan #Earthquake Relief Fund #Pakisâ€¦",donation_needs_or_offers_or_volunteering_services,2
1771,'382835131716608000',#Innovation Calypso Technology said that the Australian Securities Exchange (ASX) has cleared its fi... http://t.co/6HCh95B6tB #Pakistan,not_related_or_irrelevant,3
1772,'382835136427208704',RT @mmatalpur: #DGKhan students collecting donations for #Balochistan  #QuakeAffectedPeople near #PressClub removed by police&amp;agencies @BBCâ€¦,donation_needs_or_offers_or_volunteering_services,2
1773,'382835147994701824',"RT @equakea: #earthquake: M 1.3, Central Alaska http://t.co/jzXMv08oYq",other_useful_information,2
1774,'382835167494410240',"RT @janbaloch45: Don't Forget your #Awaran #Mashkay Brothers &amp; Sisters, You can donate blood for quake victims: Call: 03203202986  #Balochiâ€¦",donation_needs_or_offers_or_volunteering_services,2
1775,'382835171679948800',RT @ChristianPost: Deadliest Attack on #Christians Ever in #Pakistan: #USCIRF Says Words Not Enough: http://t.co/uKeLX2PROy,other_useful_information,2
1776,'382835188457553920',RT @OfficialMqm: Pic8: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/U9WXrphS44,donation_needs_or_offers_or_volunteering_services,2
1777,'382835213073534978',RT @allaboutmqm: Video: #KKF send another Relief Goods truck For #Balochistan #Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/Gâ€¦,donation_needs_or_offers_or_volunteering_services,2
1778,'382835217985044480',Pic-25 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/lx9c4W1gsi,donation_needs_or_offers_or_volunteering_services,2
1779,'382835224964759552',@Senator_Baloch It's decent to keep that aside/recognize the quick response of #PakMilitary to #Balochistan #earthquake despite #BLA attacks,other_useful_information,2
1780,'382835270338367488',May Allah give us strength to bear the loss of lives because of the #Earthquake in #Balochistan #Pakistan Y'all are worth our prayers,sympathy_and_emotional_support,3
1781,'382835299602419712',RT @reliefweb: MicroMappers launched for #Pakistan #earthquake response - join to help the efforts: http://t.co/um8ZiyUKgd v @PatrickMeier â€¦,donation_needs_or_offers_or_volunteering_services,2
1782,'382835307730567169',@zameer0201 @RoghaniSaud @ZarrarKhuhro #Awaran #Earthquake it's reality,not_related_or_irrelevant,3
1783,'382835308217118720',College of Charleston professor says Pakistan earthquake was felt in South Carolina http://t.co/yxyYSzSVl6 #chsnews #scnews #pakistan,other_useful_information,2
1784,'382835310352420864',RT @ShakeOut: #ShakeOutTip: Get #earthquake alerts from the @USGS and preparedness tips - all via the @RedCross earthquake app: http://t.coâ€¦,other_useful_information,2
1785,'382835318841298944',Baloch Govt with aid from federal/other provincial govts &amp; Army struggling hard to provide relief but lot need to be done still #Awaran,donation_needs_or_offers_or_volunteering_services,2
1786,'382835334100570112',RIP to all those lost in the massive #earthquake in #Pakistan you will be remembered by a new #island. #ToSoon,sympathy_and_emotional_support,3
1787,'382835376261300224',150 trucks carrying supplies for #Balochistan earthquake victims stopped by #Pakistan SecurityForces- LocalNGO-SPO @BBCWorld @AJEnglish,donation_needs_or_offers_or_volunteering_services,2
1788,'382835377788035074',"Also let us not forget the victims of earthquakes in #Pakistan, we all are thinking of the survivors and their rescuers",sympathy_and_emotional_support,3
1789,'382835409358553088',#PakVotes Home News National Govt capable of dealing with situation in quake affected ... - Associat... http://t.co/eL53ddqpGb #Pakistan,other_useful_information,2
1790,'382835418653151232',"Remember Dr #TuQ when he said #Vote4None, well #India's SC will add this box on the ballot paper. #WakeupPakistan #RisePakistan #Pakistan",not_related_or_irrelevant,3
1791,'382835425867751424',Pic-10 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/uQW0TH8F31 â€¦,donation_needs_or_offers_or_volunteering_services,2
1792,'382835427154997248',#Island Emerges After #Pakistan #Earthquake http://t.co/h5uuf9Z4dv via @WSJ,other_useful_information,2
1793,'382835466095329280',â€œ@WSJ: Photos of the #island that appeared after powerful #Pakistan #earthquake: http://t.co/GXSelv3leJâ€ #ASIA,other_useful_information,2
1794,'382835466141437952',"September 30, 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! #HyderabadMassacre #Pakistan @ImranSiddiquie",injured_or_dead_people,0
1795,'382835467357814784',RT @JuD_Cyberteam: Appeal for Donation. #JUDReleif #Earthquake #Awaran http://t.co/tDrfpprP4p,donation_needs_or_offers_or_volunteering_services,2
1796,'382835479814492160',RT @Intprofessor: @GFarooqi     Women victims of #EarthQuake are more needy. Female volunteers needed in #Awaran http://t.co/kaCjSvtFXk,donation_needs_or_offers_or_volunteering_services,2
1797,'382835485611008000',RT @SAMAATV: Two female students found shot dead in #Gujranwala | SAMAA TV http://t.co/0n7M2KTppw #pakistan,not_related_or_irrelevant,3
1798,'382835488731975680',#earthquake: M 4.8 - Atlantic Ocean - North Greenland [Kujalleq] Prins Christians Sund: Preliminary Earthquake... http://t.co/5CYtYjWWy2,other_useful_information,2
1799,'382835495174037504',"RT @etribune: (News) Scale of #damages: Nearly all of #Mashkai town flattened, say survivors http://t.co/ESwmFWvesS #Balochistan #earthquake",infrastructure_and_utilities_damage,1
1800,'382835526648098816',Pic-22 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/B4vXu2MGu6,donation_needs_or_offers_or_volunteering_services,2
1801,'382835554397589504',"Two teenage girls killed, #rape suspected http://t.co/95E8H4sqgz #Pakistanâ€",not_related_or_irrelevant,3
1802,'382835569912737792',#Earthquake victims flown from Kech and Quetta are also being treated in Govt's Lyari General Hospital #Karachi.,displaced_people_and_evacuations,0
1803,'382835582595919872',Sooooon. Some major early support on this one. :) #diplo #djfresh #earthquake #twerk #100 #djsnakeâ€¦ http://t.co/24xHtsb81q,not_related_or_irrelevant,3
1804,'382835589399080961',RT @faisalmahmood99: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/RWFdev0DJ8,donation_needs_or_offers_or_volunteering_services,2
1805,'382835612673642496',"The #AIDS pandemic was killing 5,000 Zimbabweans a week: http://t.co/hB5ojnYi6R #Zimbabwe #Indonesia #Pakistan #Lahore #Israel #China  #Asia",not_related_or_irrelevant,3
1806,'382835613960896512',RT @Hennah_Baloch: Found helicopters hovering above but none reached the ground for help where many are still waiting for food and shelter.â€¦,donation_needs_or_offers_or_volunteering_services,2
1807,'382835614820745216',RT @NazishAzam: Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan,not_related_or_irrelevant,3
1808,'382835615349604352',"RT @AsimBajwaISPR: #Earthquake: Collection points: Kci: COD, 4 points in DHA, Lhr; Fortress, 4 in DHA, Rwp; Race course/ polo Ground, Isd; â€¦",other_useful_information,2
1809,'382835659867963392',"The destruction in Labach, a village in #Awaran district. 3 ppl were killed and 52 injured http://t.co/0YY6fgKaC4",injured_or_dead_people,0
1810,'382835676779413505',Teachable Moment - Magnitude 7.7 Earthquake in Pakistan http://t.co/B5q7EmFGsQ #earthquake #iris #pakistan,other_useful_information,2
1811,'382835694663516161',RT @Meher_J: @AFP @AP @Unesco @Unicef Just In: Death Toll In #Balochistan Expctd To Reach 50 ..100 Injuries Reported ..#BalochistanEarthQuaâ€¦,injured_or_dead_people,0
1812,'382835715136323584',Pic-16 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/m5CE93JWK5,donation_needs_or_offers_or_volunteering_services,2
1813,'382835718650744833',150 trucks carrying supplies for #Balochistan earthquake victims stopped by #Pakistan SecurityForces- LocalNGO-SPO @TarekFatah @druidlassy,donation_needs_or_offers_or_volunteering_services,2
1814,'382835725437136898',RT @kkfpk: Pic-5 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/CWWqXbJtk1,donation_needs_or_offers_or_volunteering_services,2
1815,'382835732886585344',"#Earthquake M 1.8, Central Alaska http://t.co/u7nc6mhoqX",other_useful_information,2
1816,'382835733658345472',Container damaged in firing #mustang #quetta #traffic - See more at http://t.co/i5eQcRUJ91,not_related_or_irrelevant,3
1817,'382835734572699648',"Earthquake in Sindh and Balochistan: Some of the cities were tremors were felt are Karachi, L... http://t.co/HbaUkw1ahb #pakistan #sindh",other_useful_information,2
1818,'382835741526470656',RT @AamirSaeed313: Amazing that #TTP's facebook page is active in #Pakistan while PTA has blocked our page #ZaidHamidExposition,not_related_or_irrelevant,3
1819,'382835743896240128',RT @VeengasJ: #Awaran needs help and ruling party #PMLN's performance is not gud. Even #PM #NawazSharif ignored #Balochistan's situation atâ€¦,other_useful_information,2
1820,'382835746778124288',While #Earthquake effected areas of #Balochistan yearn for relief but #militants continue to target #military helicopters with rockets!,donation_needs_or_offers_or_volunteering_services,2
1821,'382835751185940480',"2.0 magnitude #earthquake. 83km N of Manley Hot Springs, Alaska.http://t.co/oxUj6OLIoP",other_useful_information,2
1822,'382835754302308353',"ã€#USGS #alertã€‘ M 1.4, northern Alaska: October 01, 2013 07:48:00 GMT http://t.co/OHfnpegGs4 #earthquake #tsunami #prayfromjapan",not_related_or_irrelevant,3
1823,'382835779392651264',#earthquake Update:More than 300 lost their life in Earth Quake.. Plz pray for their souls. Allah un sab ko Jannat mn aala maqam ata farmaye,injured_or_dead_people,0
1824,'382835784673288192',"RT @WasayJalil: http://t.co/5N1QYGWZZl #PTI clarify their policy pl &amp; in ""TV Talk show Asad Umer said 2open off 4Taliban is personal opine â€¦",not_related_or_irrelevant,3
1825,'382835790444630018',"#Earthquake in #Balochistan, for details watch #PakistanAt9 now on #CapitalTV.",other_useful_information,2
1826,'382835814918782976',RT @PressTV: Over 30 killed in #Pakistan #bombing http://t.co/BgUx21iS4O,injured_or_dead_people,0
1827,'382835850486095872',RT @NewsweekPak: Seismologist says quake island will disappear over time #Balochistan #Gwadar http://t.co/LHw10iHLSc,other_useful_information,2
1828,'382835871919001601',#pakistan#news China sends relief goods for quake victims:  http://t.co/Mip18gFC17,donation_needs_or_offers_or_volunteering_services,2
1829,'382835881008451584',#Earthquake in #Pakistan - At least 327 #killed and 400 injured - #Deadliest earthquake since October 2011!  - http://t.co/rt0xbSdRKm,injured_or_dead_people,0
1830,'382835904806531072',RT @druidlassy: @UN @HRW #Balochistan: Awaran Needs #International Assistance http://t.co/pE4oBLiDtV #BalochistanEarthquake victims still wâ€¦,donation_needs_or_offers_or_volunteering_services,2
1831,'382835908330139648',RT @AhmedBukhatir: The #earthquake that hit #Pakistan on Tuesday unveiled a new island in the Arabian sea - Subhan Allah! http://t.co/QcFj4â€¦,other_useful_information,2
1832,'382835913610780673',"USGS reports a M1.7 #earthquake 38km E of Cantwell, Alaska on 9/28/13 @ 2:53:21 UTC http://t.co/jjPFo0Fvmc #quake",other_useful_information,2
1833,'382835928265670656',RT @MansoorGeoNews: #Earthquake death toll reaches 355,injured_or_dead_people,0
1834,'382835950831017984',"#earthquake: M 1.3, Southern California http://t.co/W3vp0Lf7fO",other_useful_information,2
1835,'382835955167551489',"""It was not an aftershock it was an independent earthquake,"" Zahid Rafi, director of the National Seismic Centre of #Pakistan  #Earthquake",other_useful_information,2
1836,'382835984637112320',"RT @PTI_FATA: Just wondering if (God forbid) #Earthquake had hit Punjab instead of Balochistan, would Nawaz Sharif still have continued hisâ€¦",not_related_or_irrelevant,3
1837,'382836020552929280',"RT @SaamZad: #BalochistanQuake: An island has emerged in Gwadar on ""Paddi-Zer"" side. #Balochistan #Earthquake http://t.co/2hRnaJdWh8",other_useful_information,2
1838,'382836025531596801',"RT @KamalFaridi: Female Pillion-rider killed by unknown assailants in Lahore - News Tribe: Geo News, PakistanFemale P... http://t.co/nczj3Lâ€¦",not_related_or_irrelevant,3
1839,'382836049472262144',"5.2 magnitude #earthquake. 290km ESE of Vostok, Russia.http://t.co/z6G2sabXjg",other_useful_information,2
1840,'382836055218470912',RT @FoxNews: New massive earthquake rocks southwest #Pakistan http://t.co/QhOvQcq0jz,caution_and_advice,3
1841,'382836063871311872',"RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL",other_useful_information,2
1842,'382836065666482176',"#Earthquake M 2.1, Central Alaska http://t.co/rjWXghpGTb",other_useful_information,2
1843,'382836073879326720',While nation is busy in helping #Earthquake victims Taliban Khan is busy in developing his ally's  distribution network.. #TTPOffices #PTI,donation_needs_or_offers_or_volunteering_services,2
1844,'382836097358643201',RT @WasayJalil: Is this my Country we dreamed4? Why V r afraid2take action 4these B..ds #WhereIsHumanity #KPK #Pakistan http://t.co/6QkUXokâ€¦,not_related_or_irrelevant,3
1845,'382836107895119872',RT @ajmaljami: In order to help #earthquake affected people please do contact at  111-157-157 (NDMA) - NDMA Chairman Maj Gen Syed Aleem.  #â€¦,other_useful_information,2
1846,'382836120397959168',RT @ChristianPost: Deadliest Attack on #Christians Ever in #Pakistan: #USCIRF Says Words Not Enough: http://t.co/uKeLX2PROy,not_related_or_irrelevant,3
1847,'382836123174985728',"USGS reports a M1.4 #earthquake 41km NE of Sutton-Alpine, Alaska on 9/26/13 @ 6:58:32 UTC http://t.co/pasORijJ80 #quake",other_useful_information,2
1848,'382836129026039808',Meanwhile in #Pakistan a devastating earthquake has taken over 500 lives...Help out by donating to Baloch CM's Fund http://t.co/3LbkOlJg3Y,injured_or_dead_people,0
1849,'382836134528573441',#Pakistan: deadly bomb blast kills dozens in Peshawar #theguardiancom #worldnews #news #taliban,injured_or_dead_people,0
1850,'382836142510710784',RT @JuD_Official: Efforts underway to Help #Baluchistan #EarthQuake victims - Remember them ! @FIFPakistan http://t.co/8glkER2HtY,donation_needs_or_offers_or_volunteering_services,2
1851,'382836143777406976',"#Earthquake M 3.3, 168km SSW of Amatignak Island, Alaska: Friday, September 27, 2013 22:32:37 UTCSaturday, Sep... http://t.co/iljqPrKvLF",other_useful_information,2
1852,'382836160160333824',RT @AQpk: #BLA terrorists active in #Balochistan to stop #PakMilitary doctors/engineers from helping #earthquake victims!,injured_or_dead_people,0
1853,'382836161086910465',RT @malicemagic: Bureau of Investigative Journalism launches major project: 'Naming the Dead' in #Pakistan #DroneStrikes  http://t.co/kiEhGâ€¦,not_related_or_irrelevant,3
1854,'382836168431120384',RT @Baloch_istan: Dr Malik's national party &amp; its student wing BSO(Pajjar) involve in rescue work from day one. #Earthquake #Balochistan #Mâ€¦,donation_needs_or_offers_or_volunteering_services,2
1855,'382836172827144192',"RT @Senator_Baloch: #Islamabad's persistent Close Door Policy, Disallowing Int'l Aid Agencies to Rescue, Relief &amp; Rehabilitate #Earthquake â€¦",other_useful_information,2
1856,'382836180070727680',RT @adnanrasool: Here is an idea.. instead of whining about non issues..Can we all focus on just the #Balochistan Earthquake for next 2 dayâ€¦,sympathy_and_emotional_support,3
1857,'382836185674309632',Pakistan scrambles to reach #earthquake victims http://t.co/QMtfzIZjHd #Aljazeera,injured_or_dead_people,0
1858,'382836194499121152',"2.5 magnitude #earthquake. 15 km from Hollister, CA, United States.http://t.co/RfXFFoei8l",other_useful_information,2
1859,'382836196944404480',NYTimes: Toll in #Pakistani #Earthquake Rises Past 300 http://t.co/6rtW6NVKzs,injured_or_dead_people,0
1860,'382836200286871552',"RT @Senator_Baloch: #Balochistan Death, Destruction and Guns  #Earthquake #Awaran http://t.co/4zTzaALURK",injured_or_dead_people,0
1861,'382836203109613569',RT @realsanambaloch: Once again 7.2 magnitude strong #Earthquake in #Balochistan ... #Pakistan Astaghfirullah :(,other_useful_information,2
1862,'382836208088666112',"ã€#USGS #Breakingã€‘ M 4.8, 221km NW of Saumlaki, Indonesia http://t.co/KK9AffQP36 #PastHour #48 #earthquake #tsunami #prayfromjapan",other_useful_information,2
1863,'382836208155754496',RT @OfficialMqm: Pic3: Prayers held for Pakka Qila #HyderabadMassacre at Lal Qila Ground 90 #Karachi #Pakistan http://t.co/AaefO4IyFj,sympathy_and_emotional_support,3
1864,'382836234814369792',New major earthquake rocks southwest Pakistan #Pakistan http://t.co/A5lovVlJfI,other_useful_information,2
1865,'382836237888790529',RT @NazishAzam: Allah aur Rasul Kay wastay Hamlay band kar dain. Wafaq al Madaris. What a state of helplessness .. Hopeless people #Pakistan,not_related_or_irrelevant,3
1866,'382836240057262082',RT @MansoorGeoNews: The helpless Indian Prime Minster only matches the powerless Pakistani President in terms of balance of protocol #Indiaâ€¦,not_related_or_irrelevant,3
1867,'382836250467528704',A new island was created near Pakistan after an earthquake semalam! This is awesome but at the same time freaky ;( #Pakistan,other_useful_information,2
1868,'382836250794672128',RT @AlArabiya_Eng: #BreakingNews: At least 12 dead in powerful new #Pakistan earthquake: officials,injured_or_dead_people,0
1869,'382836256859627521',RT @shumail_z: Need ration bags for #EarthQuake affectees urgently. Team Pakistan Youth Alliance leaving for Awaraan and Malaar early in thâ€¦,donation_needs_or_offers_or_volunteering_services,2
1870,'382836263696748544',"The immensity of destruction.. â€œThe Crisis in Haiti: An Assessment,â€ #Earthquake #CabConverg #Peacebuilding http://t.co/YtvlpqUgXI",other_useful_information,2
1871,'382836264317497344',#TTP r terrorists who r NOT stakeholders in #Pakistan &amp; r NOT fighting a foreign invasion. They have killed over 40000 innocent #Pakistanis,not_related_or_irrelevant,3
1872,'382836279315939328',"Dr.HafeezUrRehman,President #AlKhidmat reached Awaraan with RescueTeam,the most quake-affected Area&amp; moving more deep in town #Balochistan",other_useful_information,2
1873,'382836284378845184',"Article of Quaid-e-Tehreek Altaf Hussain in Express Tribune ""Dialogue, but with whom?"" #Pakistan #MQM http://t.co/hr5yDScEnX",not_related_or_irrelevant,3
1874,'382836292452491265',RT @wrycatcher47: #Pakistan #Earthquake Was So Powerful It Created a New Island http://t.co/94hLqNnJxU,other_useful_information,2
1875,'382836313562435584',"USGS M 6.7, 81km NE of L'Esperance Rock, New Zealand: Monday, September 30, 2013 05:55:54 UTCSunda... http://t.co/FyQGn50VA9 #earthquake",other_useful_information,2
1876,'382836318905958401',RT @ina2810: #Awaran Earthquake. #Forces committed to help people. #Nation supporting Soldiers. Trolls and sick mafia finding faults. @hsaqâ€¦,donation_needs_or_offers_or_volunteering_services,2
1877,'382836322995408897',"#Temblorâ™¨ M 2.8, 41km N of Hatillo, Puerto Rico http://t.co/FCI2DyRJ5P #Earthquake #Sismo",other_useful_information,2
1878,'382836332638527488',Pakistanâ€™s quake-hit area jolted my massive aftershock http://t.co/zmVjLvTvm3 #Earthquake,other_useful_information,2
1879,'382836341546819584',#earthquake M2.6: Southern Alaska http://t.co/J5uKGsMlxE,other_useful_information,2
1880,'382836357879435264',Another #earthquake of 6.8 magnitude.,other_useful_information,2
1881,'382836360484098048',#Pakistan is in our thoughts as they recover from the earthquake. The remoteness of affected communities highlights the need for resilience.,sympathy_and_emotional_support,3
1882,'382836458626641920',"#PAK #QUETTA 5militants killed in exchange of gunfire as they attacked security check-post in Panjgur area of #Balochistan ,FC officials say",injured_or_dead_people,0
1883,'382836464335470592',Very sad @ShababLibya  Over 320 people killed in #Pakistan #earthquake.  Thoughts and prayers with the families who lost loved ones. RIP RT,injured_or_dead_people,0
1884,'382836471087906819',"This is a new #earthquake, magnitude 7.2, aftershocks can be recorded hours later #Pakistan - Chief Meteorologist  Tauseef Alam #Pakistan",other_useful_information,2
1885,'382836475781316610',MT @info4disasters #Balochistan 7.7 Magnitude #Earthquake http://t.co/Zds5huywbv #Pakistan #awaran,other_useful_information,2
1886,'382836484774318080',"RT @geonews_english: (Breaking News) Tremors felt in #Karachi, #Larkana and #Quetta #earthquake",other_useful_information,2
1887,'382836486011224064',RT @RadioPakistan: 285 people were killed in #Awaran while 43 were killed in Kech district due to massive earthquake http://t.co/Vx9Wgw005c,injured_or_dead_people,0
1888,'382836487064006657',"A significant #earthquake was reported by the USGS: M 6.8 - 80km SSW of Acari, Peru",other_useful_information,2
1889,'382836495943335937',RT @RT_com: BREAKING UPDATE: Death toll from #Pakistan earthquake rises to 327 - local officials http://t.co/fmytyHEJf4,injured_or_dead_people,0
1890,'382836509960716289',RT @realsanambaloch: Once again 7.2 magnitude strong #Earthquake in #Balochistan ... #Pakistan Astaghfirullah :(,other_useful_information,2
1891,'382836521227026432',"RT @CBCAlerts: 6.8 earthquake hits southwest #Pakistan, days after another quake in same region. Already damaged buildings hit: http://t.coâ€¦",infrastructure_and_utilities_damage,1
1892,'382836524947345408',RT @ShirazHassan: The death toll from 7.8 earthquake in #Balochistan #Pakistan rises officially to 328. http://t.co/NKFjfIsJIs,injured_or_dead_people,0
1893,'382836533276844032',"RT @igeldard: #Pakistan forces transporting rations to quake-stricken area fired on, 4 dead  http://t.co/dgWggarPaF",injured_or_dead_people,0
1894,'382836547306799105',RT @ETEnvironment: #earthquake 348 people have lost their lives and more than 500 injured in #Balochistan - Reports,injured_or_dead_people,0
1895,'382836550423154688',.@TBIJ has launched a new website to track drone deaths in #Pakistan &gt; http://t.co/0hoSRFIX9J,injured_or_dead_people,0
1896,'382836555997396992',"2.0 magnitude #earthquake. 71km S of Tanaga Volcano, Alaska.http://t.co/MTu9lzORQt",other_useful_information,2
1897,'382836561743593472',@Ali_Abbas_Zaidi In #Karachi urban terrorists have merged w/ sectarian terrorists on the ground #MQM #ANP #PPP #LeJ #TTP @LoveMQM #Pakistan,not_related_or_irrelevant,3
1898,'382836569742118912',RT @zameer0201: Locals in #Awaran telling Aid given by #Army &amp; #Govt is being set on fire by #Militants in #Mushkhey after once #Army leaveâ€¦,donation_needs_or_offers_or_volunteering_services,2
1899,'382836570157371393',BBC News - #Pakistan explosion: Dozens killed in Peshawar market http://t.co/jDOGQpgvMM,injured_or_dead_people,0
1900,'382836574175502336',"RT @Rabail26: Oh lord. RT @khalidkhan787: Update: 30 including 2 women dead, over 100 injured in twin bombings in Qisa Khawani Bazar. #Peshâ€¦",injured_or_dead_people,0
1901,'382836582157676544',In pictures: #Pakistan earthquake http://t.co/JtP87HE1gj,other_useful_information,2
1902,'382836639502200832',RT @ZEEMANA: #Balochistan earthquake is heart breaking. Every single house damaged in Avaran region.,infrastructure_and_utilities_damage,1
1903,'382836649521995776',#pakistan #earth#quake: hundreds dead in balochistan - http://t.co/JClwzollyl,injured_or_dead_people,0
1904,'382836685257453568',"RT @ZH_Baluch: All ""Baloch Political Parties"" &amp; all ""Baloch Armed Group"" appeal to International'Orgs to help the victims of earthquake in â€¦",donation_needs_or_offers_or_volunteering_services,2
1905,'382836685656305664',"1.6 magnitude #earthquake. 3 km from Avocado Heights, CA, United States.http://t.co/TgPuS8mHJN",other_useful_information,2
1906,'382836697630654464',RT @big_picture: The Big Picture: Earthquake in remote Pakistan -- http://t.co/Kfe1LOPZ7N #earthquake #pakistan #photojournalism,other_useful_information,2
1907,'382836701371965441',RT @RiazToori: Depressed and sad to learn that 18 members of same family were killed today in #QisaKhwaniBazarBlast Peshawar #Pakistan .,injured_or_dead_people,0
1908,'382836704409026560',sending love to those affected by pakistan #earthquake,sympathy_and_emotional_support,3
1909,'382836715607441409',Oxfam gears up its aid effort to help people affected by #Pakistan earthquake http://t.co/CROvT0SkOr,donation_needs_or_offers_or_volunteering_services,2
1910,'382836736595722240',"#Earthquake of M 4.9, 104km NNE of Awaran, Pakistan http://t.co/SGiOwTTwWz",other_useful_information,2
1911,'382836738521329664',RT @allaboutmqm: Video: #KKF send relief goods for #Balochistan #Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/lFk7JH16qY,donation_needs_or_offers_or_volunteering_services,2
1912,'382836752941322240',"RT @nishantsharma87: This #island is only 4 days old, men have started #littering it already #environment #earthquake #BBC http://t.co/kuHoâ€¦",other_useful_information,2
1913,'382836757927981056',"RT @AdilNajam: According to Neta Crawford, total deaths in #Afghanistan about same as in #Pakistan. Big difference: In Pakistan NO #US casuâ€¦",injured_or_dead_people,0
1914,'382836771584634880',RT @RT_com: UPDATE: Devastating #Pakistan quake kills 370 http://t.co/fmytyHEJf4,injured_or_dead_people,0
1915,'382836782888280064',RT @mqmshahfaisal: News: #KKF Have Dispatched Three Trucks Loaded with Relief Goods for #Baluchistan #Earthquake Victims #ReliefByKKF http:â€¦,donation_needs_or_offers_or_volunteering_services,2
